Source	Type	Identifier	Title	DateEarliest	RelationAttachments	CoverageSpatial	Description	InventoryNumber	SectionNumber	Context	Deposit	NotebookPage	Material	Category	Format	Storage	CoverageTemporal	CoverageEarliest	CoverageLatest	RightsStatus	RightsSidelined	Relation	Contributor	Coverage	Creator	Date	Language	Publisher	Rights	Subject	CoverageAltitude	CoverageArea	CoverageCRS	CoverageCoordinates	CoverageCropped	CoverageEnvelopeXYZ	CoverageEnvelopeGEO	CoverageXYZ	CoverageGEO	CoverageJSON	CoveragePosition	CoverageSerialized	CoverageUTC	CoverageUnion	DateEarliestISO8601	DateLatest	DateLatestISO8601	DateModified	DateTimeZone	DateUTC	FormatDiameter	FormatHeight	FormatImage	FormatImageAnnotations	FormatImageHeight	FormatImageModificationDate	FormatImageTransformXYZ	FormatImageTransformGEO	FormatImageEnvelopeXYZ	FormatImageEnvelopeGEO	FormatImageWidth	FormatLength	FormatMaximumDimension	FormatPreservedHeight	FormatThickness	FormatWidth	IdentifierUUID	RelationBelongsTo	RelationBelongsToUUID	RelationCuts	RelationCutsUUID	RelationIncludes	RelationIncludesUUID	RelationIsAbove	RelationIsAboveUUID	RelationIsAfter	RelationIsAfterUUID	RelationIsBefore	RelationIsBeforeUUID	RelationIsBelow	RelationIsBelowUUID	RelationIsCoevalWith	RelationIsCoevalWithUUID	RelationIsCutBy	RelationIsCutByUUID	RelationIsNextTo	RelationIsNextToUUID	RelationURLs	RightsDeleted	RightsLocked	RightsRating	RightsTrashed	Subtype	Period
ΒΘ West 2013	Artifact	11	Coin	2013-06-14T05:43:49Z			Venetian (Andrea Contarini?)		ΒΘ-207	Cleaning in Southern Section of ΒΘ West		3426	Copper alloy	Coin			14th A.D.	1300	1400	All Done	0					14 juin 2013					[53.722 TO 53.722]							GEOMETRYCOLLECTION(POINT Z (403.489 347.929 53.722))	POINT (23.72270728 37.97636087)		403.489, 347.929	n=find-spot\nd=2013-06-14T05:43:55Z\nx=0X1.937D2F1A9FBE7P+8\ny=0X1.5BEDD2F1A9FBEP+8\nz=0X1.ADC6A7EF9DB23P+5\nv=0X1.7D5950C83FB73P+6\ns=0X1.FB53F7CED9168P+3\nhz=0X1.1BFC3B2A1908P+8\nh=0X1.8CCCCCCCCCCCDP+0	[1300 TO 1400]		2013-06-14T08:43:49+0300	2013-06-14T05:43:55Z	2013-06-14T08:43:55+0300	2014-07-28T12:25:30Z	Europe/Athens	2013-06-14T05:43:49Z																	6B26B6C8-564D-44F4-9906-57719B995CCF	west:2019:b:0	AEF394AD-E157-48D5-9BB4-AB7260AE9A41																				0	0		0		
ΒΘ West 2013	Artifact	12	Hypocaust Tile	2013-06-20T05:00:45Z			Complete. Mended from two fragments, with chipped surface. Circular tile reused, along with two other pilae (ΒΘ 126 and ΒΘ 142), in a surface feature at the east end of Room 2. Finger impressions on bottom. Coarse light red fabric (2.5 YR 6/8), with traces of burning on bottom.\n\nMortar into which this tile was set is stored in ΒΘ Lot 515.		ΒΘ 143	At east end of Room 2 of ΒΘ West, east of Wall 16 and north of Wall 14		3447	Terracotta	Architecture Terracotta	Diam. 0.22; Th. 0.05					All Done	0					20 juin 2013					[54.3 TO 54.3]							GEOMETRYCOLLECTION(POINT Z (410.965 354.984 54.3))	POINT (23.72279216 37.97642461)		410.965, 354.984	n=find-spot\nd=2013-06-20T05:00:54Z\nx=0X1.9AF70A3D70A3DP+8\ny=0X1.62FBE76C8B439P+8\nz=0X1.B266666666666P+5\nv=0X1.6578091A2B3C4P+6\ns=0X1.261CAC083126FP+3\nhz=0X1.3F516C16C16CP+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-06-20T08:00:45+0300	2013-06-20T05:00:54Z	2013-06-20T08:00:54+0300	2014-07-28T12:25:30Z	Europe/Athens	2013-06-20T05:00:45Z																	59DF74FB-78D0-46A7-B02A-E4B9EEAAA577	west:2019:b:9\nLot ΒΘ 515	3691A4F9-8D21-4006-9025-2BAF607E7ED1\nD3D1D064-17CA-4120-8E08-7B842369FC6B																				0	0		0		
ΒΘ West 2013	Artifact	13	Hypocaust Tile	2013-06-20T04:59:51Z			Complete, with no mortar adhering to surface. Circular tile reused, along with two other pilae (ΒΘ 126 and ΒΘ 143), in a surface feature at the east end of Room 2. Three light wavy impressions on top, and deep indentations from fingers on bottom. Coarse fabric with weak red surface (10R 4/2)\n\nMortar into which this tile was set is stored in ΒΘ Lot 515.		ΒΘ 142	At east end of Room 2 of ΒΘ West, east of Wall 16 and north of Wall 14		3447	Terracotta	Architecture Terracotta	Diam. 0.215; Th. 0.05					All Done	0					20 juin 2013					[54.197 TO 54.197]							GEOMETRYCOLLECTION(POINT Z (411.097 355.299 54.197))	POINT (23.72279365 37.97642745)		411.097, 355.299	n=find-spot\nd=2013-06-20T05:00:13Z\nx=0X1.9B18D4FDF3B64P+8\ny=0X1.634C8B439581P+8\nz=0X1.B19374BC6A7FP+5\nv=0X1.6804D5E6F8092P+6\ns=0X1.2B2B020C49BA6P+3\nhz=0X1.4131FDB97530FP+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-06-20T07:59:51+0300	2013-06-20T05:00:13Z	2013-06-20T08:00:13+0300	2014-07-28T12:25:30Z	Europe/Athens	2013-06-20T04:59:51Z																	8682454A-516E-4CCB-AC43-9BD33FA687AE	west:2019:b:9\nLot ΒΘ 515	3691A4F9-8D21-4006-9025-2BAF607E7ED1\nD3D1D064-17CA-4120-8E08-7B842369FC6B																				0	0		0		
ΒΘ West 2013	Artifact	14	Coin	2013-06-21T07:12:26Z			illegible		ΒΘ-211	Compact fill in the Southern Section of ΒΘ West		3451	Copper alloy	Coin						All Done	0					21 juin 2013					[53.719 TO 53.719]							GEOMETRYCOLLECTION(POINT Z (407.735 346.726 53.719))	POINT (23.72275564 37.97635013)		407.735, 346.726	n=find-spot\nd=2013-06-21T07:13:22Z\nx=0X1.97BC28F5C28F6P+8\ny=0X1.5AB9DB22D0E56P+8\nz=0X1.ADC083126E979P+5\nv=0X1.7359E26AF37CP+6\ns=0X1.2E76C8B439581P+3\nhz=0X1.070F258BF258DP+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-06-21T10:12:26+0300	2013-06-21T07:13:22Z	2013-06-21T10:13:22+0300	2014-07-28T12:25:29Z	Europe/Athens	2013-06-21T07:12:26Z																	1D1363A4-0F70-4C81-9773-A07ADEEDA940	west:2019:b:11\nLot ΒΘ 570	333D1C80-4963-4EF8-A072-A2FD720E940E\nB7A26DC1-D926-4B32-AA36-7E6DA9089FCB																				0	0		0		
ΒΘ West 2013	Artifact	15	Smooth Rounded Stone	2013-06-21T07:37:11Z			Fragment of mosaic? Mortar adhering to one side.			Rubbly Fill in the Southern Section of ΒΘ West		3453	Stone	ST Stone	P.L. 0.02; Th. 0.006					Will Process	0					21 juin 2013					[53.67 TO 53.67]							GEOMETRYCOLLECTION(POINT Z (408.347 348.678 53.67))	POINT (23.72276255 37.97636774)		408.347, 348.678	n=find-spot\nd=2013-06-21T07:37:23Z\nx=0X1.9858D4FDF3B64P+8\ny=0X1.5CAD916872B02P+8\nz=0X1.AD5C28F5C28F6P+5\nv=0X1.75769D0369D03P+6\ns=0X1.19FBE76C8B439P+3\nhz=0X1.134A61D950C85P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-06-21T10:37:11+0300	2013-06-21T07:37:23Z	2013-06-21T10:37:23+0300	2014-07-28T12:26:50Z	Europe/Athens	2013-06-21T07:37:11Z																	773CC68A-6549-40E4-8D23-4BE63177E37E	west:2019:b:12\nLot ΒΘ 570	333D1C80-4963-4EF8-A072-A2FD720E940E\nF50C1B32-355A-420D-82B6-D3EBD49278AD																				0	0		0		
ΒΘ West 2013	Artifact	16	Glass Object	2013-06-24T10:17:35Z			Smooth, oval-shaped, purple glass  object. Modern?			Fill west of Modern Concrete Foundation 5		3469	Glass	Glass	Max. Diam. 0.015; Th. 0.004					Will Process	0					24 juin 2013					[53.99 TO 53.99]							GEOMETRYCOLLECTION(POINT Z (413.797 350.72 53.99))	POINT (23.72282452 37.97638626)		413.797, 350.72	n=find-spot\nd=2013-06-24T10:17:45Z\nx=0X1.9DCC083126E98P+8\ny=0X1.5EB851EB851ECP+8\nz=0X1.AFEB851EB851FP+5\nv=0X1.71BA06D3A06D4P+6\ns=0X1.13C6A7EF9DB23P+2\nhz=0X1.37D71C71C71C8P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-06-24T13:17:35+0300	2013-06-24T10:17:45Z	2013-06-24T13:17:45+0300	2014-07-28T12:26:50Z	Europe/Athens	2013-06-24T10:17:35Z																	C15A53A4-10C1-4D08-8646-66E7CEA2C2F7	west:2019:b:18\nLot ΒΘ 556	04BE1B67-EEF3-4A43-B886-9ECF0147EF3F\nFE1EAE1F-F971-403C-86EF-4F3E5303F32D																				0	0		0		
ΒΘ West 2013	Artifact	17	Lead Disk	2013-06-25T04:56:42Z			Lead disk with worn surfaces. Raised circular features on both sides.			Area 2 of the North Baulk		3459	Lead	Iron & Lead	Diam. 0.015; Th. 0.002					Will Process	0					25 juin 2013					[54.451 TO 54.451]							GEOMETRYCOLLECTION(POINT Z (416.346 353.681 54.451))	POINT (23.72285345 37.976413)		416.346, 353.681	n=find-spot\nd=2013-06-25T04:56:53Z\nx=0X1.A0589374BC6A8P+8\ny=0X1.61AE560418937P+8\nz=0X1.B39BA5E353F7DP+5\nv=0X1.5CFA4FA4FA4FAP+6\ns=0X1.67BE76C8B4396P+2\nhz=0X1.6390FEDCBA988P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-06-25T07:56:42+0300	2013-06-25T04:56:53Z	2013-06-25T07:56:53+0300	2014-07-28T12:26:51Z	Europe/Athens	2013-06-25T04:56:42Z																	BE10DF7C-167C-4033-8742-CF0A760F897F	west:2019:b:15\nLot ΒΘ 551	410D20EA-CFF2-4E1F-84CE-0C335BFC9E7B\n8CCD57C0-FD39-4F65-A31C-3DA20B69DB32																				0	0		0		
ΒΘ West 2013	Artifact	18	Coin	2013-06-25T04:57:44Z			Anonymous Follis, Class C. 1042-1050 A.D. Grierson, vol. 3 part 2, pp. 681-684 and Plate LX.		ΒΘ-209	Fill west of Modern Concrete Foundation 5		3469	Copper alloy	Coin			1042-1050 A.D.	1042	1050	All Done	0					25 juin 2013					[54.01 TO 54.01]							GEOMETRYCOLLECTION(POINT Z (414.798 352.643 54.01))	POINT (23.72283586 37.97640361)		414.798, 352.643	n=find-spot\nd=2013-06-25T04:57:52Z\nx=0X1.9ECC49BA5E354P+8\ny=0X1.60A49BA5E353FP+8\nz=0X1.B0147AE147AE1P+5\nv=0X1.6FD9E26AF37CP+6\ns=0X1.3E66666666666P+2\nhz=0X1.5080DA740DA73P+8\nh=0X1.8CCCCCCCCCCCDP+0	[1042 TO 1050]		2013-06-25T07:57:44+0300	2013-06-25T04:57:52Z	2013-06-25T07:57:52+0300	2014-07-28T12:25:30Z	Europe/Athens	2013-06-25T04:57:44Z																	D8AB8F38-5E61-45B7-A696-C4DFEB42FE38	west:2019:b:18\nLot ΒΘ 556	04BE1B67-EEF3-4A43-B886-9ECF0147EF3F\nFE1EAE1F-F971-403C-86EF-4F3E5303F32D																				0	0		0		
ΒΘ West 2013	Artifact	19	Coin	2013-06-28T08:54:25Z			No discernable raised features			Fill above Wall 22 and east of MCF 5		3469	Copper alloy	Coin	Diam. 0.02; Th. 0.003					Attention	0					28 juin 2013					[53.915 TO 53.915]							GEOMETRYCOLLECTION(POINT Z (413.388 353.332 53.915))	POINT (23.72281979 37.97640978)		413.388, 353.332	n=find-spot\nd=2013-06-28T08:56:37Z\nx=0X1.9D6353F7CED91P+8\ny=0X1.6154FDF3B645AP+8\nz=0X1.AF51EB851EB85P+5\nv=0X1.80FEDCBA98765P+6\ns=0X1.55D2F1A9FBE77P+3\nhz=0X1.479159E26AF38P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-06-28T11:54:25+0300	2013-06-28T08:56:37Z	2013-06-28T11:56:37+0300	2014-07-28T12:26:51Z	Europe/Athens	[2013-06-28T08:54:25Z TO 2013-06-28T08:56:37Z]																	DBB89C9D-75E5-41C9-B652-A170238CC5A8	west:2019:b:28\nLot ΒΘ 556	AB440D62-ED95-4EF6-8D4E-C6E57484DACE\nFE1EAE1F-F971-403C-86EF-4F3E5303F32D																				0	0		0		
ΒΘ West 2013	Artifact	20	Bead	2013-07-01T06:17:12Z			Intact. Dark surface worn and scratched, otherwise in good condition. Globular bead, with flattened top and bottom. Hole pierced through center.\n\ncf. ST 444		ΒΘ 147	Area 2 of the North Baulk		3485	Glass	Jewelry & Gems	Diam. 0.011; Diam. (hole) 0.004; Th. 0.005					All Done	0					1 juil. 2013					[54.239 TO 54.239]							GEOMETRYCOLLECTION(POINT Z (415.752 354.59 54.239))	POINT (23.72284666 37.97642117)		415.752, 354.59	n=find-spot\nd=2013-07-01T06:18:50Z\nx=0X1.9FC083126E979P+8\ny=0X1.62970A3D70A3DP+8\nz=0X1.B1E978D4FDF3BP+5\nv=0X1.7BC4D5E6F8092P+6\ns=0X1.56F1A9FBE76C9P+3\nhz=0X1.55A4320FEDCBBP+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-01T09:17:12+0300	2013-07-01T06:18:50Z	2013-07-01T09:18:50+0300	2014-07-28T12:25:30Z	Europe/Athens	[2013-07-01T06:17:12Z TO 2013-07-01T06:18:50Z]																	98FD46D2-7D50-4D5B-A312-2D3FAF1B7CC8	west:2019:b:26\nLot ΒΘ 552	A1E80C60-963B-46EE-A98F-B0BA8D65A175\nD773E6FC-0753-460A-8537-0BA15D89E4A1																				0	0		0		
ΒΘ West 2013	Artifact	21	Worked Marble	2013-07-01T07:13:11Z			Arm fragment from sculpture?			Fill in the Western Section of Room 4		3483	Marble	ST Marble	L. 0.045; Diam. 0.042					Will Process	0					1 juil. 2013					[53.397 TO 53.397]							GEOMETRYCOLLECTION(POINT Z (407.634 353.118 53.397))	POINT (23.7227543 37.97640772)		407.634, 353.118	n=find-spot\nd=2013-07-01T07:13:34Z\nx=0X1.97A24DD2F1AAP+8\ny=0X1.611E353F7CED9P+8\nz=0X1.AB2D0E5604189P+5\nv=0X1.83FA987654321P+6\ns=0X1.CFA5E353F7CEEP+3\nhz=0X1.330641FDB9752P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-01T10:13:11+0300	2013-07-01T07:13:34Z	2013-07-01T10:13:34+0300	2014-07-28T12:26:51Z	Europe/Athens	2013-07-01T07:13:11Z																	ADF26803-21B2-4E7D-BCD6-A48EC2A513D3	west:2019:b:25\nLot ΒΘ 530	96BDB3DE-6B43-4A61-AACF-872FB8B876AB\nFA4A884F-7132-452A-B7E5-C92A03CA3367																				0	0		0		
ΒΘ West 2013	Artifact	22	Glass Rim	2013-07-01T07:55:08Z			Modern contamination?			Fill in the Western Section of Room 4		3483	Glass	Glass						Will Process	0					1 juil. 2013					[53.387 TO 53.387]							GEOMETRYCOLLECTION(POINT Z (408.724 353.378 53.387))	POINT (23.7227667 37.97641009)		408.724, 353.378	n=find-spot\nd=2013-07-01T07:55:17Z\nx=0X1.98B95810624DDP+8\ny=0X1.6160C49BA5E35P+8\nz=0X1.AB189374BC6A8P+5\nv=0X1.8585B05B05B05P+6\ns=0X1.B9E353F7CED91P+3\nhz=0X1.36A456789ABCDP+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-01T10:55:08+0300	2013-07-01T07:55:17Z	2013-07-01T10:55:17+0300	2014-07-28T12:26:51Z	Europe/Athens	2013-07-01T07:55:08Z																	85EFE60D-BAD7-4572-972A-F1716AA93041	west:2019:b:25\nLot ΒΘ 530	96BDB3DE-6B43-4A61-AACF-872FB8B876AB\nFA4A884F-7132-452A-B7E5-C92A03CA3367																				0	0		0		
ΒΘ West 2013	Artifact	23	Glass Base	2013-07-02T06:08:12Z						Fill in the Western Section of Room 4		3499	Glass	Glass	Est. Diam. 0.045; Th. 0.004					Will Process	0					2 juil. 2013					[53.368 TO 53.368]							GEOMETRYCOLLECTION(POINT Z (408.794 351.269 53.368))	POINT (23.72276756 37.97639109)		408.794, 351.269	n=find-spot\nd=2013-07-02T06:08:53Z\nx=0X1.98CB439581062P+8\ny=0X1.5F44DD2F1A9FCP+8\nz=0X1.AAF1A9FBE76C9P+5\nv=0X1.886468ACF1357P+6\ns=0X1.8F33333333333P+3\nhz=0X1.2F45D4C3B2A19P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-02T09:08:12+0300	2013-07-02T06:08:53Z	2013-07-02T09:08:53+0300	2014-07-28T12:26:51Z	Europe/Athens	2013-07-02T06:08:12Z																	6303EC88-A3C7-4FDB-9F7E-DBA6EF96B680	west:2019:b:32\nLot ΒΘ 530	4D03DF07-F8F3-4EF6-A10F-AF4193A37BAB\n96BDB3DE-6B43-4A61-AACF-872FB8B876AB																				0	0		0		
ΒΘ West 2013	Artifact	24	Coin	2013-06-26T08:43:55Z			Nikephorus II, Class 1 Follis. 963-969 A.D. Grierson, pp. 580-588, pl. XLI		ΒΘ-214	Fill in the Western Section of Room 4		3479	Copper alloy	Coin		Georgia	963-969 A.D.	963	969	Attention	0					26 juin 2013					[53.472 TO 53.472]							GEOMETRYCOLLECTION(POINT Z (407.874 351.484 53.472))	POINT (23.72275708 37.97639301)		407.874, 351.484	n=find-spot\nd=2013-06-26T08:44:07Z\nx=0X1.97DFBE76C8B44P+8\ny=0X1.5F7BE76C8B439P+8\nz=0X1.ABC6A7EF9DB23P+5\nv=0X1.83C1FDB97530FP+6\ns=0X1.A828F5C28F5C3P+3\nhz=0X1.2EB26AF37C04AP+8\nh=0X1.8CCCCCCCCCCCDP+0	[963 TO 969]		2013-06-26T11:43:55+0300	2013-06-26T08:44:07Z	2013-06-26T11:44:07+0300	2014-07-28T12:26:51Z	Europe/Athens	2013-06-26T08:43:55Z																	0E277323-F345-40BF-82D3-8F358E3BA3AA	west:2019:b:23\nLot ΒΘ 530	5F9271B5-4F6B-47D1-A0BB-5DD9427C5915\n96BDB3DE-6B43-4A61-AACF-872FB8B876AB																				0	0		0		
ΒΘ West 2013	Artifact	25	Bronze Boss or Knob	2013-07-03T08:52:14Z			Broken at bottom. Small conical object with offset rim below and indented knob on top. Traces of iron shaft preserved below base.		ΒΘ 148	Animal Pit in the Western Section of the North Baulk		3501	Copper alloy	Bronze	Diam. (max) 0.028; Diam. (min) 0.016; H. 0.016					Will Process	0					3 juil. 2013					[54.59 TO 54.59]							GEOMETRYCOLLECTION(POINT Z (408.717 359.358 54.59))	POINT (23.72276644 37.97646397)		408.717, 359.358	n=find-spot\nd=2013-07-03T08:52:25Z\nx=0X1.98B78D4FDF3B6P+8\ny=0X1.675BA5E353F7DP+8\nz=0X1.B4B851EB851ECP+5\nv=0X1.6DA61D950C84P+6\ns=0X1.1F020C49BA5E3P+4\nhz=0X1.44BB60B60B60BP+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-03T11:52:14+0300	2013-07-03T08:52:25Z	2013-07-03T11:52:25+0300	2014-07-28T12:26:51Z	Europe/Athens	2013-07-03T08:52:14Z																	AFA984FC-DD02-438D-A489-C67FA3C9F766	west:2019:b:33\nLot ΒΘ 536	7273F287-BE72-4C16-9281-AF431E2D9ED1\n7B9661A8-9459-46A6-809D-5E5F83BC1760																				0	0		0		
ΒΘ West 2013	Artifact	26	Metal Object	2013-07-03T12:51:21Z			Possible bent knife blade? Found during pottery wash.			Area 2 of the North Baulk		3485	Copper alloy	Bronze	L. 0.036; W. 0.012; Th. 0.004					Will Process	0					3 juil. 2013					[54.18 TO 54.358]	2.424				ENVELOPE(414.681, 416.982, 355.141, 352.97)	ENVELOPE(23.72283448055924992559, 23.72286067635628370454, 37.97642613015327128778, 37.97640658924753864767)	GEOMETRYCOLLECTION(POLYGON Z ((414.689 354.198 54.358, 415.379 355.132 54.315, 416.982 353.988 54.344, 416.227 352.992 54.357, 414.689 354.198 54.358)), POLYGON Z ((415.385 355.141 54.18, 416.949 353.965 54.198, 416.2 352.97 54.218, 414.681 354.184 54.23, 415.385 355.141 54.18)))	POLYGON ((23.72284642 37.97642379, 23.72286068 37.97641578, 23.72285211 37.97640679, 23.72285204 37.97640683, 23.72285181 37.97640659, 23.72283448 37.97641749, 23.72283459 37.97641761, 23.72283457 37.97641762, 23.72284073 37.97642426, 23.72284247 37.97642613, 23.72284642 37.97642379))		415.824, 354.063	n=find-spot\nd=2013-06-27T07:12:13Z\nx=0X1.9EB0624DD2F1BP+8\ny=0X1.6232B020C49BAP+8\nz=0X1.B2DD2F1A9FBE7P+5\nv=0X1.77EB851EB851FP+6\ns=0X1.5733333333333P+3\nhz=0X1.4F6AE147AE148P+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-06-27T07:12:13Z\nx=0X1.9F610624DD2F2P+8\ny=0X1.6321CAC083127P+8\nz=0X1.B2851EB851EB8P+5\nv=0X1.77EF8091A2B3CP+6\ns=0X1.6AB020C49BA5EP+3\nhz=0X1.5491D950C83FBP+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-06-27T07:12:13Z\nx=0X1.A0FB645A1CAC1P+8\ny=0X1.61FCED916872BP+8\nz=0X1.B2C083126E979P+5\nv=0X1.79C8D159E26AFP+6\ns=0X1.3947AE147AE14P+3\nhz=0X1.5B3A4FA4FA4FBP+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-06-27T07:12:13Z\nx=0X1.A03A1CAC08312P+8\ny=0X1.60FDF3B645A1DP+8\nz=0X1.B2DB22D0E5604P+5\nv=0X1.7AED82D82D82EP+6\ns=0X1.21374BC6A7EFAP+3\nhz=0X1.55205B05B05B1P+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-06-27T07:12:13Z\nx=0X1.9EB0624DD2F1BP+8\ny=0X1.6232B020C49BAP+8\nz=0X1.B2DD2F1A9FBE7P+5\nv=0X1.77EB851EB851FP+6\ns=0X1.5733333333333P+3\nhz=0X1.4F6AE147AE148P+8\nh=0X1.8CCCCCCCCCCCDP+0\n\n\nn=find-spot\nd=2013-07-02T09:24:11Z\nx=0X1.9F628F5C28F5CP+8\ny=0X1.6324189374BC7P+8\nz=0X1.B170A3D70A3D7P+5\nv=0X1.7B27D27D27D28P+6\ns=0X1.6A5604189374CP+3\nhz=0X1.54AB2A1907F6EP+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-07-02T09:24:11Z\nx=0X1.A0F2F1A9FBE77P+8\ny=0X1.61F70A3D70A3DP+8\nz=0X1.B195810624DD3P+5\nv=0X1.7DCCCCCCCCCCDP+6\ns=0X1.38624DD2F1AAP+3\nhz=0X1.5B16666666666P+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-07-02T09:24:11Z\nx=0X1.A033333333333P+8\ny=0X1.60F851EB851ECP+8\nz=0X1.B1BE76C8B4396P+5\nv=0X1.7F1C28F5C28F6P+6\ns=0X1.205A1CAC08312P+3\nhz=0X1.54FE4B17E4B17P+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-07-02T09:24:11Z\nx=0X1.9EAE560418937P+8\ny=0X1.622F1A9FBE76DP+8\nz=0X1.B1D70A3D70A3DP+5\nv=0X1.7B3851EB851EBP+6\ns=0X1.564DD2F1A9FBEP+3\nhz=0X1.4F6369D0369DP+8\nh=0X1.8CCCCCCCCCCCDP+0\n\nn=find-spot\nd=2013-07-02T09:24:11Z\nx=0X1.9F628F5C28F5CP+8\ny=0X1.6324189374BC7P+8\nz=0X1.B170A3D70A3D7P+5\nv=0X1.7B27D27D27D28P+6\ns=0X1.6A5604189374CP+3\nhz=0X1.54AB2A1907F6EP+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-03T15:51:21+0300	2013-07-03T12:51:21Z	2013-07-03T15:51:21+0300	2014-07-28T12:26:51Z	Europe/Athens	2013-07-03T12:51:21Z																	DEBC029B-B469-49CB-B00F-FCDA1B8AEFC6	west:2019:b:26\nLot ΒΘ 552	A1E80C60-963B-46EE-A98F-B0BA8D65A175\nD773E6FC-0753-460A-8537-0BA15D89E4A1																				0	0		0		
ΒΘ West 2013	Artifact	27	Ceramic Stopper	2013-07-04T05:08:02Z						Southwestern Area of the Southern Section		3481	Ceramic							Will Process	0					4 juil. 2013					[53.842 TO 53.842]							GEOMETRYCOLLECTION(POINT Z (405.466 345.549 53.842))	POINT (23.72272985 37.97633948)		405.466, 345.549	n=find-spot\nd=2013-07-04T05:08:33Z\nx=0X1.95774BC6A7EFAP+8\ny=0X1.598C8B439581P+8\nz=0X1.AEBC6A7EF9DB2P+5\nv=0X1.7BED3A06D3A07P+6\ns=0X1.AE66666666666P+3\nhz=0X1.11662FC962FC8P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-04T08:08:02+0300	2013-07-04T05:08:33Z	2013-07-04T08:08:33+0300	2014-07-28T12:26:51Z	Europe/Athens	2013-07-04T05:08:02Z																	EB20E828-3E2F-4D11-B649-812687E7D098	west:2019:b:24\nLot ΒΘ 572	3EE6BB67-C35B-46DD-8D4A-3E6A7C9F00FF\n54FF1B84-F4A1-4EB0-A352-87D8859FE3EA																				0	0		0		
ΒΘ West 2013	Artifact	28	Seated Figurine Fragment	2013-07-04T07:51:04Z			Fragment of a seated figure, broken on all sides, preserving right knee and right hand resting on thigh. Smooth mantle draped over knee, with lightly cut folds. Right hand holds a round object.\n\nFine grayish-orange clay (2.5YR 7/8) with dark inclusions. Red paint preserved on hand.		ΒΘ 150	Fill east of Wall 16 in Room 2 of ΒΘ West.		3519	Terracotta	Terracotta	P.L. 0.07; Max. P.W. 0.039; Th. 0.006					Will Process	0					4 juil. 2013					[53.733 TO 53.733]							GEOMETRYCOLLECTION(POINT Z (410.953 355.537 53.733))	POINT (23.72279201 37.97642959)		410.953, 355.537	n=find-spot\nd=2013-07-04T07:51:27Z\nx=0X1.9AF3F7CED9168P+8\ny=0X1.638978D4FDF3BP+8\nz=0X1.ADDD2F1A9FBE7P+5\nv=0X1.7DD47AE147AE1P+6\ns=0X1.AD78D4FDF3B64P+3\nhz=0X1.43CF92C5F92C5P+8\nh=0X1.8CCCCCCCCCCCDP+0			2013-07-04T10:51:04+0300	2013-07-04T07:51:27Z	2013-07-04T10:51:27+0300	2014-07-28T12:26:51Z	Europe/Athens	2013-07-04T07:51:04Z																	8889D432-5F96-4B2D-9DD3-ABB87AF8C656	west:2019:b:41\nLot ΒΘ 517	7AB4A5AE-6F42-4B98-8C65-2DC544534072\n8FB77330-9DED-4F59-ADF4-B1282D8FD36B																				0	0		0		
